Eficiencia Exploración,Epsilon Decay,Epsilon Min,Epsilon Start,Pasos Totales,Pasos/Segundo,Pokemon Obtenidos,Posiciones Exploradas,Recompensa Promedio,Recompensa Total,Suma de Niveles,Tiempo (s),Timestamp,Algorithm,Source_File,Eficiencia (Rew/Paso),Estado de Ejecución,Velocidad (Pasos/s),Escenario,Memoria (MB),Razón,Agente,Modelo,Acción Más Usada,Algoritmo,Eficiencia (Recompensa/Paso),Posiciones Visitadas,Razón de Terminación,Total_Steps,Execution_Time,Total_Reward,Efficiency,Speed
0.3896103896103896,0.9995,0.05,0.7,77.0,77.0,1.0,30.0,1.5012586883116883,115.596919,5.0,0.0,1758505057.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\1\epsilon_greedy_summary_1758505057.csv,,,,,,,,,,,,,,77.0,0.0,115.596919,1.5012586883116883,770.0
0.3567073170731707,0.9995,0.05,0.7,328.0,328.0,1.0,117.0,0.4830662042682927,158.445715,5.0,0.0011117458343505,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\10\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,328.0,0.0011117458343505,158.445715,0.4830662042682927,3280.0
0.323943661971831,0.9995,0.05,0.7,142.0,142.0,1.0,46.0,0.8809134084507043,125.089704,5.0,0.0015192031860351,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\11\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,142.0,0.0015192031860351,125.089704,0.8809134084507042,1420.0
0.3757736516357206,0.9995,0.05,0.7,1131.0,1131.0,1.0,425.0,0.2686637683465959,303.858722,5.0,0.0030207633972167,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\2\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,1131.0,0.0030207633972167,303.858722,0.26866376834659594,11310.0
0.32,0.9995,0.05,0.7,200.0,200.0,1.0,64.0,0.683398495,136.679699,5.0,0.0015218257904052,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\3\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,200.0,0.0015218257904052,136.679699,0.683398495,2000.0
0.426056338028169,0.9995,0.05,0.7,284.0,284.0,1.0,121.0,0.5382367781690139,152.85924499999996,5.0,0.0015194416046142,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\4\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,284.0,0.0015194416046142,152.85924499999996,0.5382367781690139,2840.0
0.3508064516129032,0.9995,0.05,0.7,496.0,496.0,1.0,174.0,0.3830166270161289,189.97624699999997,5.0,0.0015316009521484,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\5\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,496.0,0.0015316009521484,189.97624699999997,0.383016627016129,4960.0
0.3587786259541984,0.9995,0.05,0.7,262.0,262.0,1.0,94.0,0.551394213740458,144.465284,5.0,0.0,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\6\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,262.0,0.0,144.465284,0.551394213740458,2620.0
0.4412811387900356,0.9995,0.05,0.7,281.0,281.0,1.0,124.0,0.5468330854092527,153.660097,5.0,0.0015943050384521,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\7\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,281.0,0.0015943050384521,153.660097,0.5468330854092527,2810.0
0.3846153846153846,0.9995,0.05,0.7,91.0,91.0,1.0,35.0,0.7461068351648352,67.895722,12.0,0.0,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\8\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,91.0,0.0,67.895722,0.7461068351648352,910.0
0.8,0.9995,0.05,0.7,10.0,10.0,1.0,8.0,10.2199934,102.199934,5.0,0.0,1758505058.0,epsilon_greedy_moderada_alta,RESULTADOS\epsilon_greedy_comparison\moderada_alta\9\epsilon_greedy_summary_1758505058.csv,,,,,,,,,,,,,,10.0,0.0,102.199934,10.2199934,100.0
0.4931506849315068,0.9999,0.01,0.1,219.0,219.0,1.0,108.0,0.6400716438356164,140.17569,5.0,0.0015180110931396,1758505060.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\1\epsilon_greedy_summary_1758505060.csv,,,,,,,,,,,,,,219.0,0.0015180110931396,140.17569,0.6400716438356164,2190.0
0.4457364341085271,0.9999,0.01,0.1,516.0,516.0,1.0,230.0,0.3664071647286819,189.0660969999999,5.0,0.0015122890472412,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\10\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,516.0,0.0015122890472412,189.0660969999999,0.36640716472868196,5160.0
0.5949367088607594,0.9999,0.01,0.1,79.0,79.0,1.0,47.0,0.8303387341772153,65.59676,6.0,0.0,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\11\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,79.0,0.0,65.59676,0.8303387341772153,790.0
0.4626038781163435,0.9999,0.01,0.1,1083.0,1083.0,1.0,501.0,0.2620608771929825,283.81193,5.0,0.0045428276062011,1758505060.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\2\epsilon_greedy_summary_1758505060.csv,,,,,,,,,,,,,,1083.0,0.0045428276062011,283.81193,0.2620608771929825,10830.0
0.4520758585340851,0.9999,0.01,0.1,1951.0,1951.0,1.0,882.0,0.1874904520758584,365.7938719999999,10.0,0.0060551166534423,1758505060.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\3\epsilon_greedy_summary_1758505060.csv,,,,,,,,,,,,,,1951.0,0.0060551166534423,365.7938719999999,0.1874904520758585,19510.0
0.5,0.9999,0.01,0.1,18.0,18.0,1.0,9.0,3.033322777777778,54.59981,11.0,0.0015134811401367,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\4\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,18.0,0.0015134811401367,54.59981,3.033322777777778,180.0
0.4562334217506631,0.9999,0.01,0.1,377.0,377.0,1.0,172.0,0.3014015092838197,113.62836900000002,14.0,0.0015113353729248,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\5\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,377.0,0.0015113353729248,113.62836900000002,0.3014015092838197,3770.0
0.5825242718446602,0.9999,0.01,0.1,103.0,103.0,1.0,60.0,1.1446071844660195,117.89454,5.0,0.0016040802001953,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\6\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,103.0,0.0016040802001953,117.89454,1.1446071844660195,1030.0
0.4797843665768194,0.9999,0.01,0.1,1113.0,1113.0,1.0,534.0,0.2550574528301885,283.8789449999999,5.0,0.0030465126037597,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\7\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,1113.0,0.0030465126037597,283.8789449999999,0.25505745283018855,11130.0
0.4276729559748428,0.9999,0.01,0.1,159.0,159.0,1.0,68.0,0.801176855345912,127.38712,5.0,0.0005121231079101,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\8\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,159.0,0.0005121231079101,127.38712,0.8011768553459119,1590.0
0.4340190667335675,0.9999,0.01,0.1,1993.0,1993.0,1.0,865.0,0.2196241771199195,437.7109849999997,5.0,0.0076534748077392,1758505061.0,epsilon_greedy_muy_greedy,RESULTADOS\epsilon_greedy_comparison\muy_greedy\9\epsilon_greedy_summary_1758505061.csv,,,,,,,,,,,,,,1993.0,0.0076534748077392,437.7109849999997,0.21962417711991958,19930.0
,,,,351,14.160922950841748,,,,26.1,,24.78652000427246,1758382670,ppo,RESULTADOS\ppo\ppo\1\ppo_summary_1758382670.csv,,,,,378.64453125,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,351.0,24.78652000427246,26.1,0.07435897435897436,14.160922950841748
,,,,360,14.200870687356819,,,,26.1,,25.350558280944824,1758383596,ppo,RESULTADOS\ppo\ppo\10\ppo_summary_1758383596.csv,,,,,378.21484375,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,360.0,25.350558280944824,26.1,0.07250000000000001,14.200870687356819
,,,,361,14.120286556786326,,,,26.1,,25.56605339050293,1758383636,ppo,RESULTADOS\ppo\ppo\11\ppo_summary_1758383636.csv,,,,,378.25390625,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,361.0,25.56605339050293,26.1,0.07229916897506926,14.120286556786326
,,,,335,14.250960269378082,,,,26.1,,23.507187843322754,1758382781,ppo,RESULTADOS\ppo\ppo\2\ppo_summary_1758382781.csv,,,,,378.58203125,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,335.0,23.507187843322757,26.1,0.07791044776119403,14.25096026937808
,,,,336,14.068465033416253,,,,26.1,,23.88320255279541,1758382850,ppo,RESULTADOS\ppo\ppo\3\ppo_summary_1758382850.csv,,,,,377.9375,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,336.0,23.88320255279541,26.1,0.07767857142857143,14.068465033416253
,,,,292,14.18143144185442,,,,25.6,,20.59030508995056,1758382892,ppo,RESULTADOS\ppo\ppo\4\ppo_summary_1758382892.csv,,,,,378.69921875,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,292.0,20.59030508995056,25.6,0.08767123287671233,14.18143144185442
,,,,344,11.766059957186544,,,,26.1,,29.236634969711304,1758382944,ppo,RESULTADOS\ppo\ppo\5\ppo_summary_1758382944.csv,,,,,378.2109375,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,344.0,29.236634969711304,26.1,0.07587209302325582,11.766059957186544
,,,,324,14.196942697277512,,,,25.8,,22.821815013885498,1758383335,ppo,RESULTADOS\ppo\ppo\6\ppo_summary_1758383335.csv,,,,,377.765625,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,324.0,22.821815013885494,25.8,0.07962962962962963,14.196942697277514
,,,,316,14.174072574670218,,,,25.6,,22.294227600097656,1758383402,ppo,RESULTADOS\ppo\ppo\7\ppo_summary_1758383402.csv,,,,,378.8671875,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,316.0,22.294227600097656,25.6,0.0810126582278481,14.174072574670218
,,,,317,14.21663955859799,,,,25.6,,22.297815084457397,1758383443,ppo,RESULTADOS\ppo\ppo\8\ppo_summary_1758383443.csv,,,,,377.63671875,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,317.0,22.2978150844574,25.6,0.08075709779179811,14.216639558597986
,,,,292,13.930670498177989,,,,25.6,,20.960943698883057,1758383477,ppo,RESULTADOS\ppo\ppo\9\ppo_summary_1758383477.csv,,,,,378.92578125,Interrumpido por usuario,PPO,runs\poke_26214400.zip,,,,,,292.0,20.960943698883057,25.6,0.08767123287671233,13.930670498177989
,,,,16,,1,,,15.86,,0.005,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\1\bfs_summary_1758506178.csv,,,160.0,,,,,,0,Bfs,0.9912,16,Pokemon obtenido,16.0,0.005,15.86,0.99125,160.0
,,,,26,,1,,,17.46,,0.006,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\10\bfs_summary_1758506184.csv,,,260.0,,,,,,0,Bfs,0.6715,25,Pokemon obtenido,26.0,0.006,17.46,0.6715384615384615,260.0
,,,,29,,1,,,18.85,,0.007,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\11\bfs_summary_1758506185.csv,,,290.0,,,,,,0,Bfs,0.65,29,Pokemon obtenido,29.0,0.007,18.85,0.65,290.0
,,,,14,,1,,,12.55,,0.003,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\2\bfs_summary_1758506178.csv,,,140.0,,,,,,0,Bfs,0.8964,14,Pokemon obtenido,14.0,0.003,12.55,0.8964285714285715,140.0
,,,,24,,1,,,16.5,,0.004,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\3\bfs_summary_1758506179.csv,,,240.0,,,,,,0,Bfs,0.6875,24,Pokemon obtenido,24.0,0.004,16.5,0.6875,240.0
,,,,57,,1,,,31.15,,0.011,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\4\bfs_summary_1758506180.csv,,,570.0,,,,,,0,Bfs,0.5465,55,Pokemon obtenido,57.0,0.011,31.15,0.5464912280701754,570.0
,,,,12,,1,,,12.28,,0.003,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\5\bfs_summary_1758506180.csv,,,120.0,,,,,,0,Bfs,1.0233,12,Pokemon obtenido,12.0,0.003,12.28,1.0233333333333332,120.0
,,,,50,,1,,,28.11,,0.009,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\6\bfs_summary_1758506181.csv,,,500.0,,,,,,1,Bfs,0.5622,48,Pokemon obtenido,50.0,0.009,28.11,0.5622,500.0
,,,,49,,1,,,25.73,,0.009,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\7\bfs_summary_1758506182.csv,,,490.0,,,,,,0,Bfs,0.5251,46,Pokemon obtenido,49.0,0.009,25.73,0.5251020408163265,490.0
,,,,15,,1,,,13.7,,0.005,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\8\bfs_summary_1758506182.csv,,,150.0,,,,,,1,Bfs,0.9133,15,Pokemon obtenido,15.0,0.005,13.7,0.9133333333333333,150.0
,,,,28,,1,,,17.56,,0.007,,bfs_default,RESULTADOS\search_algorithms_comparison\bfs_default\9\bfs_summary_1758506183.csv,,,280.0,,,,,,1,Bfs,0.6271,28,Pokemon obtenido,28.0,0.007,17.56,0.6271428571428571,280.0
,,,,2,,1,,,11.53,,0.0,,hill_climbing_first_improvement,RESULTADOS\search_algorithms_comparison\hill_climbing_first_improvement\9\hill_climbing_(first_improvement)_summary_1758506205.csv,,,20.0,,,,,,1,Hill Climbing (first_improvement),5.765,2,Pokemon obtenido,2.0,0.0,11.53,5.765,20.0
,,,,2,,1,,,11.53,,0.001,,hill_climbing_random_restart,RESULTADOS\search_algorithms_comparison\hill_climbing_random_restart\1\hill_climbing_(random_restart)_summary_1758506207.csv,,,20.0,,,,,,0,Hill Climbing (random_restart),5.765,2,Pokemon obtenido,2.0,0.001,11.53,5.765,20.0
,,,,4,,1,,,11.6,,0.002,,hill_climbing_random_restart,RESULTADOS\search_algorithms_comparison\hill_climbing_random_restart\5\hill_climbing_(random_restart)_summary_1758506210.csv,,,40.0,,,,,,0,Hill Climbing (random_restart),2.9,4,Pokemon obtenido,4.0,0.002,11.6,2.9,40.0
,,,,2,,1,,,12.53,,0.0,,hill_climbing_random_restart,RESULTADOS\search_algorithms_comparison\hill_climbing_random_restart\9\hill_climbing_(random_restart)_summary_1758506213.csv,,,20.0,,,,,,0,Hill Climbing (random_restart),6.265,2,Pokemon obtenido,2.0,0.0,12.53,6.265,20.0
,,,,4,,1,,,11.6,,0.0,,hill_climbing_steepest_ascent,RESULTADOS\search_algorithms_comparison\hill_climbing_steepest_ascent\11\hill_climbing_(steepest_ascent)_summary_1758506199.csv,,,40.0,,,,,,0,Hill Climbing (steepest_ascent),2.9,4,Pokemon obtenido,4.0,0.0,11.6,2.9,40.0
,,,,2,,1,,,11.53,,0.0,,hill_climbing_steepest_ascent,RESULTADOS\search_algorithms_comparison\hill_climbing_steepest_ascent\2\hill_climbing_(steepest_ascent)_summary_1758506193.csv,,,20.0,,,,,,0,Hill Climbing (steepest_ascent),5.765,2,Pokemon obtenido,2.0,0.0,11.53,5.765,20.0
,,,,5,,1,,,12.15,,0.002,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\1\simulated_annealing_summary_1758506185.csv,,,50.0,,,,,,6,Simulated Annealing,2.43,5,Pokemon obtenido,5.0,0.002,12.15,2.43,50.0
,,,,42,,1,,,22.77,,0.007,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\10\simulated_annealing_summary_1758506191.csv,,,420.0,,,,,,1,Simulated Annealing,0.5421,40,Pokemon obtenido,42.0,0.007,22.77,0.5421428571428571,420.0
,,,,5,,1,,,12.15,,0.002,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\11\simulated_annealing_summary_1758506192.csv,,,50.0,,,,,,3,Simulated Annealing,2.43,5,Pokemon obtenido,5.0,0.002,12.15,2.43,50.0
,,,,20,,1,,,14.6,,0.005,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\2\simulated_annealing_summary_1758506186.csv,,,200.0,,,,,,5,Simulated Annealing,0.73,20,Pokemon obtenido,20.0,0.005,14.6,0.73,200.0
,,,,1,,1,,,12.01,,0.0,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\3\simulated_annealing_summary_1758506187.csv,,,10.0,,,,,,4,Simulated Annealing,12.01,1,Pokemon obtenido,1.0,0.0,12.01,12.01,10.0
,,,,42,,1,,,25.49,,0.01,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\4\simulated_annealing_summary_1758506187.csv,,,420.0,,,,,,2,Simulated Annealing,0.6069,40,Pokemon obtenido,42.0,0.01,25.49,0.6069047619047618,420.0
,,,,4,,1,,,13.6,,0.002,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\5\simulated_annealing_summary_1758506188.csv,,,40.0,,,,,,4,Simulated Annealing,3.4,4,Pokemon obtenido,4.0,0.002,13.6,3.4,40.0
,,,,23,,1,,,16.26,,0.003,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\6\simulated_annealing_summary_1758506189.csv,,,230.0,,,,,,1,Simulated Annealing,0.707,23,Pokemon obtenido,23.0,0.003,16.26,0.7069565217391305,230.0
,,,,5,,1,,,11.65,,0.0,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\7\simulated_annealing_summary_1758506189.csv,,,50.0,,,,,,1,Simulated Annealing,2.33,5,Pokemon obtenido,5.0,0.0,11.65,2.33,50.0
,,,,2,,1,,,11.53,,0.0,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\8\simulated_annealing_summary_1758506190.csv,,,20.0,,,,,,0,Simulated Annealing,5.765,2,Pokemon obtenido,2.0,0.0,11.53,5.765,20.0
,,,,8,,1,,,12.36,,0.002,,simulated_annealing_default,RESULTADOS\search_algorithms_comparison\simulated_annealing_default\9\simulated_annealing_summary_1758506191.csv,,,80.0,,,,,,2,Simulated Annealing,1.545,8,Pokemon obtenido,8.0,0.002,12.36,1.545,80.0
